epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5495,1.44048,2.33105,1.52076,0.86493,0.5578,0.57427,0.38511,1.33204,1.40618,1.35794,0.000470147,0.000470147,0.000470147
2,23.295,1.2688,1.33029,1.40594,0.71942,0.76775,0.85737,0.55393,1.16864,1.23841,1.23549,0.00089963,0.00089963,0.00089963
